,Rk,Name,Age,Tm,IP,G,GR,GF,Wgr,Lgr,SVOpp,SV,BSv,SV%,SVSit,Hold,IR,IS,IS%,1stIP,aLI,LevHi,LevMd,LevLo,Ahd,Tie,Bhd,Runr,Empt,>3o,<3o,IPmult,0DR,Out/GR,Pit/GR
778,750,Josh Tomlin,34,ATL,72.1,46,46,19,2,1,4,2,2,50%,11,7,25,3,12%,8,.731,8,11,26,23,2,21,13,33,24,6,25,4,4.7,22
779,Rk,Name,Age,Tm,IP,G,GR,GF,Wgr,Lgr,SVOpp,SV,BSv,SV%,SVSit,Hold,IR,IS,IS%,1stIP,aLI,LevHi,LevMd,LevLo,Ahd,Tie,Bhd,Runr,Empt,>3o,<3o,IPmult,0DR,Out/GR,Pit/GR
780,751,Carlos Torres,36,DET,6.0,4,4,1,0,0,0,0,0,,0,0,0,0,,9,.057,0,0,3,0,0,4,0,4,2,0,2,1,4.5,29
781,752,Touki Toussaint,23,ATL,41.2,24,23,3,4,0,1,0,1,0%,3,2,13,5,38%,7,.821,7,6,9,7,6,10,8,15,13,4,13,0,5.3,31
782,753,Blake Treinen,31,OAK,57.1,55,55,34,6,5,21,16,5,76%,23,2,14,5,36%,9,1.848,30,9,15,32,14,9,8,47,12,9,12,11,3.1,18
783,754,Lou Trivino,27,OAK,59.0,60,60,10,4,6,5,0,5,0%,22,16,31,11,35%,8,1.498,26,10,22,36,11,13,20,40,11,16,14,15,3.0,16
784,755,Nick Tropeano,28,LAA,13.2,3,2,0,0,0,0,0,0,,0,0,0,0,,6,.555,0,1,1,1,0,1,0,2,2,0,2,0,13.0,85
785,756,Sam Tuivailala,26,SEA,17.0,17,15,3,1,0,1,0,1,0%,7,6,4,2,50%,8,.947,6,5,4,9,4,2,3,12,1,1,1,0,3.0,15
786,757,Duane Underwood Jr.,24,CHC,5.2,6,6,0,0,0,0,0,0,,0,0,2,1,50%,8,.343,0,0,5,2,0,4,2,4,1,4,1,0,2.8,18
787,758,Jose Urena,27,MIA,77.2,17,4,4,0,1,2,1,1,50%,2,0,0,0,,9,.954,2,0,2,2,0,2,0,4,0,1,0,1,2.3,14
788,759,Richard Urena,23,TOR,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,8,.000,0,0,0,0,0,1,0,1,0,0,0,0,3.0,28
789,760,Julio Urias*,22,LAD,72.2,29,21,6,3,2,5,4,1,80%,8,3,2,1,50%,7,1.048,6,9,6,11,4,6,2,19,16,1,16,0,6.0,33
790,761,Jose Urquidy,24,HOU,27.0,6,1,0,0,0,0,0,0,,0,0,0,0,,4,.970,0,0,1,0,0,1,0,1,1,0,1,0,12.0,61
791,762,Framber Valdez*,25,HOU,65.2,23,15,5,2,3,0,0,0,,0,0,4,1,25%,9,.855,0,5,8,6,2,7,3,12,9,0,9,1,6.0,32
792,763,Phillips Valdez,27,TEX,16.0,11,11,2,0,0,0,0,0,,0,0,1,1,100%,8,.398,0,2,8,1,1,9,1,10,5,3,5,3,4.4,27
793,764,Jason Vargas*,36,TOT,132.2,26,1,1,0,0,0,0,0,,0,0,0,0,,,.995,0,0,1,0,0,1,0,1,0,0,0,0,3.0,24
794,765,Jason Vargas*,36,NYM,94.1,19,1,1,0,0,0,0,0,,0,0,0,0,,9,.936,0,0,1,0,0,1,0,1,0,0,0,0,3.0,24
795,766,Andrew Vasquez*,25,MIN,0.0,1,1,0,0,0,0,0,0,,0,0,3,3,100%,5,3.600,1,0,0,1,0,0,1,0,0,1,0,0,0.0,13
796,767,Felipe Vazquez*,27,PIT,58.0,54,54,45,5,1,29,26,3,90%,29,0,16,2,13%,9,1.689,29,9,16,38,9,7,11,43,12,4,12,12,3.2,17
797,768,Vince Velasquez,27,PHI,103.2,30,10,2,1,1,0,0,0,,2,2,6,2,33%,7,.978,3,3,4,3,3,4,3,7,3,3,3,1,3.1,20
798,769,Hector Velazquez,30,BOS,50.2,29,21,10,0,1,1,0,1,0%,2,1,7,4,57%,9,.776,3,2,12,9,1,11,3,18,6,2,6,4,4.1,22
799,770,Pat Venditte#,34,SFG,3.1,2,2,0,0,0,0,0,0,,0,0,0,0,,6,.183,0,0,2,0,0,2,0,2,2,0,2,0,5.0,32
800,771,Jonny Venters*,34,TOT,8.0,12,12,3,0,1,2,1,1,50%,4,2,7,0,0%,,1.118,5,1,5,6,2,4,5,7,1,9,1,2,2.0,16
801,772,Jonny Venters*,34,ATL,4.2,9,9,2,0,0,2,1,1,50%,3,1,4,0,0%,9,.574,2,1,5,5,0,4,3,6,0,8,0,1,1.6,15
802,773,Jonny Venters*,34,WSN,3.1,3,3,1,0,1,0,0,0,,1,1,3,0,0%,11,2.054,3,0,0,1,2,0,2,1,1,1,1,1,3.3,21
803,774,Drew VerHagen,28,DET,48.1,19,15,3,2,0,0,0,0,,1,1,10,4,40%,4,.866,3,5,7,3,1,11,5,10,5,6,5,2,5.7,30
804,775,Thyago Vieira,25,CHW,7.0,6,6,2,1,0,0,0,0,,0,0,1,0,0%,8,.188,0,1,5,1,0,5,1,5,3,2,4,1,3.5,28
805,Rk,Name,Age,Tm,IP,G,GR,GF,Wgr,Lgr,SVOpp,SV,BSv,SV%,SVSit,Hold,IR,IS,IS%,1stIP,aLI,LevHi,LevMd,LevLo,Ahd,Tie,Bhd,Runr,Empt,>3o,<3o,IPmult,0DR,Out/GR,Pit/GR
806,776,Nick Vincent,32,TOT,33.2,23,22,7,1,2,0,0,0,,1,1,16,6,38%,,.600,3,5,13,3,4,15,8,14,11,2,12,2,4.5,26
807,777,Nick Vincent,32,SFG,30.2,18,17,4,0,1,0,0,0,,0,0,14,5,36%,7,.503,1,3,12,0,2,15,7,10,11,0,12,0,5.2,30
808,778,Nick Vincent,32,PHI,3.0,5,5,3,1,1,0,0,0,,1,1,2,1,50%,9,1.436,2,2,1,3,2,0,1,4,0,2,0,2,1.8,12
809,779,Arodys Vizcaino,28,ATL,4.0,4,4,4,1,0,2,1,1,50%,2,0,0,0,,9,1.218,2,0,2,4,0,0,0,4,0,0,0,0,3.0,17
810,780,Edinson Volquez,35,TEX,10.2,5,2,1,0,0,0,0,0,,0,0,0,0,,9,.804,0,0,2,1,0,1,0,2,0,0,0,0,3.0,14
811,781,Austin Voth,27,WSN,27.0,6,1,0,0,0,0,0,0,,0,0,1,1,100%,4,.952,0,0,1,0,0,1,1,0,1,0,1,0,7.0,34
812,782,Michael Wacha,27,STL,112.0,25,5,0,1,0,0,0,0,,0,0,6,5,83%,4,.848,1,2,2,1,0,4,3,2,4,0,5,0,7.6,44
813,783,Jacob Waguespack,25,TOR,63.1,13,3,0,1,0,0,0,0,,0,0,0,0,,4,.963,0,3,0,0,2,1,0,3,3,0,3,0,12.7,75
814,784,Marcus Walden,30,BOS,72.0,63,63,7,9,2,5,2,3,40%,13,8,35,10,29%,7,1.181,15,23,24,26,11,26,19,44,19,15,21,11,3.4,18
815,785,Jeremy Walker,24,ATL,7.2,5,5,3,0,0,0,0,0,,0,0,2,0,0%,9,.051,0,0,5,2,0,3,1,4,2,0,2,1,4.6,28
816,786,Jared Walsh*,25,LAA,4.1,4,4,4,0,0,0,0,0,,0,0,1,0,0%,9,.001,0,0,0,1,0,3,1,3,1,0,1,0,3.3,20
817,787,Wei-Chung Wang*,27,TOT,29.2,23,23,6,3,0,0,0,0,,1,0,20,5,25%,,.482,3,4,14,4,0,19,12,11,10,8,10,3,3.9,21
818,788,Wei-Chung Wang*,27,OAK,27.0,20,20,5,1,0,0,0,0,,1,0,19,5,26%,8,.469,3,4,11,4,0,16,11,9,10,7,10,3,4.1,22
819,789,Wei-Chung Wang*,27,PIT,2.2,3,3,1,2,0,0,0,0,,0,0,1,0,0%,7,.626,0,0,3,0,0,3,1,2,0,1,0,0,2.7,13
820,790,Adam Warren,31,SDP,28.2,25,25,9,4,1,0,0,0,,3,3,12,3,25%,6,.853,7,4,13,5,5,15,5,20,8,7,11,4,3.4,22
821,791,Tony Watson*,34,SFG,54.0,60,60,4,2,2,3,0,3,0%,28,25,16,6,38%,8,1.589,32,15,13,36,14,10,8,52,0,12,2,11,2.7,14
822,792,Jacob Webb,25,ATL,32.1,36,36,12,4,0,4,2,2,50%,13,9,18,5,28%,8,.978,11,12,12,18,5,13,12,24,5,14,5,7,2.7,15
823,793,Tyler Webb*,28,STL,47.0,55,55,11,1,1,1,1,0,100%,7,5,23,10,43%,8,.591,8,11,34,13,4,38,16,39,14,27,17,14,2.6,14
824,794,Ryan Weber,28,BOS,35.1,14,11,7,1,2,0,0,0,,1,0,4,2,50%,5,.659,1,2,7,3,2,6,2,9,7,1,7,2,6.5,33
825,795,Allen Webster,29,CHC,11.0,12,12,6,0,0,1,1,0,100%,1,0,11,3,27%,8,.346,2,3,7,5,1,6,6,6,3,4,3,3,2.8,14
826,796,J.B. Wendelken,26,OAK,27.2,23,23,3,1,1,1,0,1,0%,2,1,12,2,17%,7,.905,8,5,10,8,5,10,6,17,7,4,7,3,3.6,20
827,797,Tyler White,28,HOU,3.1,4,4,3,0,0,0,0,0,,0,0,0,0,,9,.002,0,0,1,0,0,4,0,4,0,2,0,0,2.5,22
828,798,Rowan Wick,26,CHC,26.0,25,25,6,2,0,2,2,0,100%,6,4,14,2,14%,7,1.086,8,10,7,9,5,11,10,15,6,6,8,7,3.1,17
829,799,Brad Wieck*,27,TOT,28.0,34,34,4,0,1,2,0,2,0%,10,8,24,11,46%,,1.083,14,7,12,20,3,11,12,22,4,14,6,7,2.5,15
830,800,Brad Wieck*,27,SDP,24.2,30,30,3,0,1,2,0,2,0%,10,8,20,11,55%,7,1.141,13,7,9,17,3,10,10,20,3,12,5,6,2.5,15
831,Rk,Name,Age,Tm,IP,G,GR,GF,Wgr,Lgr,SVOpp,SV,BSv,SV%,SVSit,Hold,IR,IS,IS%,1stIP,aLI,LevHi,LevMd,LevLo,Ahd,Tie,Bhd,Runr,Empt,>3o,<3o,IPmult,0DR,Out/GR,Pit/GR
832,801,Brad Wieck*,27,CHC,3.1,4,4,1,0,0,0,0,0,,0,0,4,0,0%,6,.498,1,0,3,3,0,1,2,2,1,2,1,1,2.5,13
833,802,Aaron Wilkerson,30,MIL,16.0,8,8,5,0,0,0,0,0,,0,0,10,3,30%,8,.260,1,0,7,0,0,8,5,3,5,1,5,1,6.0,42
834,803,Stevie Wilkerson,27,BAL,5.1,4,4,4,0,0,1,1,0,100%,1,0,0,0,,8,.176,1,0,0,1,0,3,0,4,2,0,2,0,4.0,16
835,804,Austen Williams,26,WSN,0.1,2,2,0,0,0,0,0,0,,0,0,0,0,,8,.270,0,0,2,1,0,1,0,2,0,2,1,1,0.5,15
836,805,Devin Williams,24,MIL,9.0,8,8,1,0,0,0,0,0,,0,0,0,0,,9,.313,0,1,7,2,0,6,0,8,2,1,2,0,3.4,24
837,806,Taylor Williams,27,MIL,11.2,8,8,3,1,1,0,0,0,,0,0,3,3,100%,9,.764,1,2,5,1,2,5,1,7,3,2,3,1,4.4,27
838,807,Alex Wilson,32,MIL,11.1,13,13,4,1,1,1,1,0,100%,3,2,2,1,50%,8,1.262,3,3,7,6,3,4,2,11,2,5,2,3,2.6,16
839,808,Bryse Wilson,21,ATL,20.0,6,2,1,0,0,0,0,0,,0,0,0,0,,9,.918,0,0,2,1,0,1,0,2,1,0,1,0,3.5,18
840,809,Justin Wilson*,31,NYM,32.2,38,38,6,4,1,1,1,0,100%,12,9,13,5,38%,7,1.536,17,11,10,18,11,9,8,30,2,12,2,6,2.6,14
841,810,Trey Wingenter,25,SDP,46.1,47,46,7,1,3,4,1,3,25%,19,15,11,5,45%,7,1.228,20,11,15,25,9,12,5,41,5,10,5,8,2.9,17
842,811,Dan Winkler,29,ATL,21.2,27,27,4,3,1,1,0,1,0%,8,6,18,4,22%,7,1.101,13,3,11,12,4,11,9,18,1,11,1,6,2.4,13
843,812,Matt Wisler,26,TOT,48.2,41,33,6,3,4,3,0,3,0%,11,8,21,10,48%,,.945,8,11,14,12,3,18,12,21,11,11,11,5,3.5,22
844,813,Matt Wisler,26,SDP,29.0,21,21,5,2,2,2,0,2,0%,6,4,17,8,47%,6,.918,4,7,10,7,2,12,9,12,10,6,10,4,4.1,25
845,814,Matt Wisler,26,SEA,19.2,20,12,1,1,2,1,0,1,0%,5,4,4,2,50%,7,.987,4,4,4,5,1,6,3,9,1,5,1,1,2.4,16
846,815,Nick Wittgren,28,CLE,53.1,50,50,13,4,1,6,4,2,67%,18,11,24,2,8%,8,1.154,21,12,17,27,8,15,14,36,16,9,16,6,3.2,18
847,816,Asher Wojciechowski,30,BAL,67.0,14,1,0,0,0,0,0,0,,0,0,2,2,100%,7,.824,0,0,0,0,0,1,1,0,0,1,0,0,2.0,16
848,817,Hunter Wood,25,TOT,40.2,32,30,9,1,0,1,1,0,100%,3,2,21,9,43%,,.656,3,7,20,12,2,16,9,21,10,7,12,2,3.7,20
849,818,Hunter Wood,25,TBR,29.0,19,17,4,1,0,1,1,0,100%,2,1,11,1,9%,8,.761,3,2,12,6,2,9,5,12,8,2,9,1,4.4,23
850,819,Hunter Wood,25,CLE,11.2,13,13,5,0,0,0,0,0,,1,1,10,8,80%,8,.434,0,5,8,6,0,7,4,9,2,5,3,1,2.7,17
851,820,Brandon Workman,30,BOS,63.0,64,64,23,9,1,17,11,6,65%,32,15,18,2,11%,9,1.877,31,17,16,41,13,10,12,52,7,9,7,15,3.0,17
852,821,Matt Wotherspoon,27,BAL,4.2,2,2,1,0,0,0,0,0,,0,0,3,3,100%,7,.284,1,0,1,0,0,2,1,1,2,0,2,0,7.0,52
853,822,Mike Wright,29,TOT,29.1,19,19,9,0,1,2,1,1,50%,2,0,11,5,45%,,.232,1,1,16,5,0,14,7,12,12,3,13,1,4.6,30
854,823,Mike Wright,29,BAL,13.1,10,10,4,0,1,2,1,1,50%,2,0,8,5,63%,8,.396,1,1,8,3,0,7,5,5,5,3,6,1,4.0,26
855,824,Mike Wright,29,SEA,16.0,9,9,5,0,0,0,0,0,,0,0,3,0,0%,7,.098,0,0,8,2,0,7,2,7,7,0,7,0,5.3,35
856,825,Steven Wright,34,BOS,6.1,6,6,3,0,1,0,0,0,,0,0,0,0,,9,.588,0,1,5,1,1,4,0,6,1,1,1,1,3.2,22
857,Rk,Name,Age,Tm,IP,G,GR,GF,Wgr,Lgr,SVOpp,SV,BSv,SV%,SVSit,Hold,IR,IS,IS%,1stIP,aLI,LevHi,LevMd,LevLo,Ahd,Tie,Bhd,Runr,Empt,>3o,<3o,IPmult,0DR,Out/GR,Pit/GR
858,826,Jimmy Yacabonis,27,BAL,41.0,29,25,6,1,1,0,0,0,,3,3,13,5,38%,8,.670,3,9,12,7,3,15,7,18,11,6,13,4,4.0,25
859,827,Ryan Yarbrough*,27,TBR,121.1,24,14,1,8,1,1,0,1,0%,1,0,4,3,75%,3,.888,1,10,3,7,5,2,3,11,14,0,14,0,12.0,59
860,828,Eric Yardley,28,SDP,3.2,3,3,0,0,1,0,0,0,,0,0,3,3,100%,6,.424,0,1,2,1,0,2,2,1,1,2,1,0,3.7,21
861,829,Kirby Yates,32,SDP,57.2,57,57,50,0,5,43,40,3,93%,43,0,11,2,18%,9,2.340,43,8,6,47,8,2,7,50,3,3,4,18,3.0,17
862,830,Gabriel Ynoa,26,BAL,96.1,33,23,3,1,1,0,0,0,,1,0,14,4,29%,6,.777,4,6,13,3,1,19,8,15,16,2,17,4,6.0,34
863,831,Huascar Ynoa,21,ATL,3.0,2,2,1,0,0,0,0,0,,0,0,0,0,,8,.052,0,0,1,1,0,1,0,2,1,0,1,0,4.5,33
864,832,Alex Young*,25,ARI,66.2,13,1,0,0,0,0,0,0,,0,0,1,0,0%,4,.948,0,1,0,0,1,0,1,0,1,0,1,0,7.0,26
865,833,Daniel Zamora*,26,NYM,7.2,15,15,3,0,1,0,0,0,,1,0,14,6,43%,8,.958,6,2,6,2,5,8,8,7,0,10,0,3,1.5,9
866,834,T.J. Zeuch,23,TOR,4.0,1,1,0,0,0,0,0,0,,0,0,0,0,,2,.677,0,0,1,0,0,1,0,1,1,0,1,0,12.0,73
867,835,Kyle Zimmer,27,KCR,14.0,11,11,1,0,1,0,0,0,,0,0,2,2,100%,7,.424,2,1,8,0,3,8,1,10,6,2,6,0,3.8,32
868,4.84,4314,14256,4272,851,731,1660,1040,620,63%,3948,2154,6215,1983,32%,,.963,4553,3262,5995,6400,2103,5753,3739,10517,3548,3690,4004,2620,3.3,19,,,,
